quarter_id,quarter_timestamp,stored_BPM,QUARTER_STATE,selected_event_id,selected_timestamp,selected_source_state,QUARTER_NEAREST_ONSET_OFFSET_MS,ABS_DISTANCE_TO_QUARTER_MS,NEAREST_ONSET_TIE,tied_event_ids,native_candidate_N,context_N,context_source_composition,original_quarter_id,original_quarter_timestamp,original_offset_ms,source_provenance,source_provenance_sha256
10,3.7848526077097504,161.49902343749997,SELECTED,F_MIX_00019,3.7964625850340137,DRUM_SUPPORTED,11.6099773242633000,11.6099773242633000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",9,3.6846486036675756,111.8139813664381000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
11,4.156371882086168,172.26562499999997,SELECTED,F_MIX_00021,4.191201814058957,DRUM_SUPPORTED,34.829931972789000,34.829931972789000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 1}",10,4.059188658760002,132.013155298955000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
12,4.504671201814059,161.49902343749977,SELECTED,F_MIX_00023,4.516281179138322,BASS_AND_DRUM_SUPPORTED,11.609977324263000,11.609977324263000,False,[],3,2,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 1}",11,4.433731778678773,82.549400459549000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
13,4.876190476190477,172.26562500000043,SELECTED,F_MIX_00025,4.899410430839002,DRUM_SUPPORTED,23.219954648525000,23.219954648525000,False,[],1,0,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",12,4.808278303960148,91.132126878854000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
14,5.224489795918367,161.49902343749977,SELECTED,F_MIX_00027,5.259319727891157,DRUM_SUPPORTED,34.829931972790000,34.829931972790000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 1, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",13,5.182788300556487,76.531427334670000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
15,5.596009070294785,172.26562499999997,SELECTED,F_MIX_00029,5.630839002267574,BASS_AND_DRUM_SUPPORTED,34.829931972789000,34.829931972789000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",14,5.557257709725006,73.581292542568000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
16,5.944308390022676,161.49902343750017,SELECTED,F_MIX_00031,5.9675283446712015,BASS_AND_DRUM_SUPPORTED,23.2199546485255000,23.2199546485255000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",15,5.931682021751503,35.8463229196985000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
17,6.315827664399093,172.26562499999997,SELECTED,F_MIX_00034,6.339047619047619,DRUM_SUPPORTED,23.219954648526000,23.219954648526000,False,[],3,2,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 2, ""UNKNOWN"": 0}",16,6.306056225842422,32.991393205197000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
18,6.664126984126984,172.26562499999997,SELECTED,F_MIX_00036,6.6873469387755105,BASS_AND_DRUM_SUPPORTED,23.2199546485265000,23.2199546485265000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",17,6.680374754449364,6.9721843261465000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
19,7.012426303854875,161.49902343749977,SELECTED,F_MIX_00037,6.965986394557823,UNKNOWN,-46.439909297052000,46.439909297052000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",18,7.054631421407442,-88.645026849619000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
20,7.383945578231293,172.26562499999997,SELECTED,F_MIX_00039,7.430385487528345,BASS_AND_DRUM_SUPPORTED,46.439909297052000,46.439909297052000,False,[],1,0,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",19,7.428819353200116,1.566134328229000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
21,7.732244897959184,161.49902343749977,SELECTED,F_MIX_00040,7.790294784580499,DRUM_SUPPORTED,58.049886621315000,58.049886621315000,False,[],1,0,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",20,7.802971225008052,-12.676440427553000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
22,8.103764172335602,172.26562499999997,SELECTED,F_MIX_00042,8.13859410430839,DRUM_SUPPORTED,34.829931972788000,34.829931972788000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 1, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",21,8.177083030166276,-38.488925857886000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
23,8.452063492063493,161.49902343750054,SELECTED,F_MIX_00044,8.510113378684807,BASS_AND_DRUM_SUPPORTED,58.049886621314000,58.049886621314000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",22,8.551150316824822,-41.036938140015000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
24,8.823582766439909,172.26562499999997,SELECTED,F_MIX_00045,8.777142857142858,UNKNOWN,-46.439909297051000,46.439909297051000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 1, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",23,8.925168138483727,-148.025281340869000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
25,9.1718820861678,161.49902343749977,SELECTED,F_MIX_00047,9.218321995464853,BASS_AND_DRUM_SUPPORTED,46.439909297053000,46.439909297053000,False,[],1,0,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",24,9.299130999031917,-80.809003567064000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
26,9.543401360544218,161.49902343749977,SELECTED,F_MIX_00048,9.508571428571429,DRUM_SUPPORTED,-34.829931972789000,34.829931972789000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 1, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",25,9.673032791679313,-164.461363107884000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
27,9.914920634920636,161.49902343750054,SELECTED,F_MIX_00050,9.868480725623582,DRUM_SUPPORTED,-46.439909297054000,46.439909297054000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",26,10.046866731103608,-178.386005480026000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
28,10.286439909297052,172.26562499999997,SELECTED,F_MIX_00052,10.216780045351474,DRUM_SUPPORTED,-69.659863945578000,69.659863945578000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 1, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",26,10.046866731103608,169.913314247866000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
29,10.634739229024943,161.49902343749977,SELECTED,F_MIX_00054,10.611519274376418,UNKNOWN,-23.219954648525000,23.219954648525000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",28,10.794485940654337,-182.966666277919000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
30,11.00625850340136,161.49902343749977,SELECTED,F_MIX_00057,10.983038548752834,UNKNOWN,-23.219954648526000,23.219954648526000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 1, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",29,11.168330169496112,-185.291620743278000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
31,11.377777777777778,161.49902343750054,SELECTED,F_MIX_00059,11.34294784580499,DRUM_SUPPORTED,-34.829931972788000,34.829931972788000,False,[],3,2,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 1}",29,11.168330169496112,174.617676308878000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
32,11.749297052154194,161.49902343749977,SELECTED,F_MIX_00062,11.72607709750567,DRUM_SUPPORTED,-23.219954648524000,23.219954648524000,False,[],4,3,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 3, ""UNKNOWN"": 0}",30,11.542140461557647,183.936635948023000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
33,12.120816326530612,161.49902343749977,SELECTED,F_MIX_00066,12.144036281179138,BASS_AND_DRUM_SUPPORTED,23.219954648526000,23.219954648526000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 1}",32,12.289643733353959,-145.607452174821000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
34,12.49233560090703,161.49902343749977,SELECTED,F_MIX_00067,12.527165532879819,BASS_AND_DRUM_SUPPORTED,34.829931972789000,34.829931972789000,False,[],1,0,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",33,12.663287555690452,-136.122022810633000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
35,12.863854875283447,161.49902343750054,SELECTED,F_MIX_00068,12.910294784580499,DRUM_SUPPORTED,46.439909297052000,46.439909297052000,False,[],1,0,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",34,13.036875173857227,-126.580389276728000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
36,13.235374149659863,161.49902343749977,SELECTED,F_MIX_00070,13.25859410430839,DRUM_SUPPORTED,23.219954648527000,23.219954648527000,False,[],3,2,"{""BASS_AND_DRUM_SUPPORTED"": 1, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 1}",35,13.41040034294654,-151.80623863815000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
37,13.606893424036281,172.26562499999997,SELECTED,F_MIX_00073,13.64172335600907,DRUM_SUPPORTED,34.829931972789000,34.829931972789000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 1, ""UNKNOWN"": 0}",36,13.783916592803902,-142.193236794832000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
38,13.955192743764172,161.49902343749977,SELECTED,F_MIX_00074,13.908752834467121,UNKNOWN,-46.439909297051000,46.439909297051000,False,[],2,1,"{""BASS_AND_DRUM_SUPPORTED"": 1, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",36,13.783916592803902,124.836241663219000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
39,14.32671201814059,161.49902343750054,SELECTED,F_MIX_00076,14.373151927437641,DRUM_SUPPORTED,46.439909297051000,46.439909297051000,False,[],1,0,"{""BASS_AND_DRUM_SUPPORTED"": 0, ""BASS_SUPPORTED"": 0, ""CONFLICTING_EVIDENCE"": 0, ""DRUM_SUPPORTED"": 0, ""UNKNOWN"": 0}",38,14.530790604605036,-157.638677167395000,/Users/StarTrack/Development/JazzGrooveAnalyzer/docs/scientific/rfc/JGA_WHOLE_TRACK_GROOVE_FROZEN_PIPELINE_001_20260921/WHOLE_TRACK_SOURCE_STATES.csv,7d5ced889b068c5328afd81b1ff02d04b682639aa4f47410e45e21f689bf2547
