quarter_id,quarter_timestamp,Bass_id,Drums_id,BASS_offset_ms,DRUMS_offset_ms,both,resolved_over_one_hop,raw_Drum_minus_Bass_ms,resolved_Drum_minus_Bass_ms,interpretation
31,11.377777777777778,BASS_00028,DRUMS_00041,-69.659863945578000,-46.439909297053000,True,True,23.219954648526077,23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
32,11.749297052154194,,DRUMS_00043,,-23.219954648524000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
33,12.120816326530612,BASS_00030,DRUMS_00045,11.609977324264000,-46.439909297052000,True,True,-58.049886621315196,-58.049886621315196,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
34,12.49233560090703,BASS_00031,DRUMS_00047,34.829931972789000,46.439909297051000,True,False,11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
35,12.863854875283447,,DRUMS_00048,,46.439909297052000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
36,13.235374149659863,BASS_00032,DRUMS_00050,-81.269841269840000,23.219954648527000,True,True,104.48979591836735,104.48979591836735,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
37,13.606893424036281,,DRUMS_00052,,34.829931972789000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
38,13.955192743764172,BASS_00033,DRUMS_00054,46.439909297052000,34.829931972789000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
39,14.32671201814059,,DRUMS_00055,,34.829931972789000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
40,14.698231292517006,BASS_00035,DRUMS_00058,34.829931972791000,46.439909297053000,True,False,11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
41,15.069750566893424,BASS_00038,DRUMS_00059,0E-15,23.219954648526000,True,True,23.219954648526077,23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
42,15.441269841269841,BASS_00039,DRUMS_00061,-11.609977324262000,23.219954648527000,True,True,34.82993197278911,34.82993197278911,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
43,15.789569160997733,,DRUMS_00062,,23.219954648527000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
44,16.16108843537415,BASS_00040,DRUMS_00063,46.439909297054000,-116.09977324263000,True,True,-162.53968253968253,-162.53968253968253,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
45,16.532607709750568,,DRUMS_00064,,11.609977324262000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
46,16.904126984126986,BASS_00041,DRUMS_00066,46.439909297049000,34.829931972787000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
47,17.2756462585034,,DRUMS_00067,,23.21995464853000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
48,17.647165532879818,,DRUMS_00069,,11.609977324262000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
49,18.018684807256236,BASS_00042,DRUMS_00071,-34.829931972786000,23.219954648524000,True,True,58.049886621315196,58.049886621315196,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
50,18.390204081632653,BASS_00043,DRUMS_00073,34.829931972787000,0E-15,True,True,-34.82993197278911,-34.82993197278911,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
51,18.76172335600907,,DRUMS_00074,,11.609977324263000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
52,19.11002267573696,BASS_00044,DRUMS_00075,34.82993197279000,-69.659863945577000,True,True,-104.48979591836735,-104.48979591836735,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
53,19.481541950113378,,DRUMS_00076,,11.609977324262000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
54,19.82984126984127,BASS_00045,DRUMS_00078,-81.269841269843000,23.219954648526000,True,True,104.48979591836735,104.48979591836735,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
55,20.201360544217685,BASS_00046,DRUMS_00079,11.609977324265000,11.609977324265000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
56,20.54965986394558,BASS_00047,DRUMS_00081,34.82993197279000,34.82993197279000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
57,20.897959183673468,BASS_00048,DRUMS_00082,46.439909297052000,-58.049886621312000,True,True,-104.48979591836735,-104.48979591836735,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
58,21.24625850340136,BASS_00049,DRUMS_00084,69.65986394558000,-23.219954648524000,True,True,-92.87981859410431,-92.87981859410431,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
59,21.61777777777778,,DRUMS_00086,,-69.65986394558000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
60,21.966077097505668,BASS_00050,DRUMS_00087,81.269841269842000,-34.829931972788000,True,True,-116.09977324263039,-116.09977324263039,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
61,22.337596371882086,,DRUMS_00090,,69.659863945577000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
62,22.68589569160998,BASS_00051,DRUMS_00091,-23.21995464853000,-23.21995464853000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
63,23.057414965986396,BASS_00053,DRUMS_00093,58.049886621314000,-34.829931972790000,True,True,-92.87981859410431,-92.87981859410431,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
64,23.42893424036281,BASS_00054,DRUMS_00096,58.049886621316000,-23.219954648524000,True,True,-81.26984126984127,-81.26984126984127,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
65,23.800453514739228,BASS_00055,DRUMS_00099,46.439909297052000,46.439909297052000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
66,24.171972789115646,BASS_00056,DRUMS_00101,11.609977324264000,34.829931972791000,True,True,23.219954648526077,23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
67,24.543492063492064,BASS_00057,DRUMS_00102,11.609977324262000,46.439909297053000,True,True,34.82993197278911,34.82993197278911,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
68,24.91501133786848,,DRUMS_00103,,34.82993197279000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
69,25.2865306122449,BASS_00058,DRUMS_00104,34.829931972786000,-58.049886621316000,True,True,-92.87981859410431,-92.87981859410431,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
70,25.658049886621317,BASS_00060,DRUMS_00106,34.829931972787000,11.609977324263000,True,True,-23.219954648526077,-23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
71,26.02956916099773,BASS_00061,DRUMS_00107,-69.659863945577000,0E-14,True,True,69.65986394557822,69.65986394557822,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
72,26.40108843537415,,DRUMS_00108,,0E-14,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
73,26.772607709750567,,DRUMS_00109,,-23.219954648525000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
74,27.144126984126984,BASS_00062,DRUMS_00111,-11.609977324262000,-11.609977324262000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
75,27.515646258503402,BASS_00063,DRUMS_00112,-23.219954648528000,-34.829931972792000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
76,27.88716553287982,BASS_00064,DRUMS_00113,-11.609977324266000,-23.21995464853000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
77,28.23546485260771,,DRUMS_00114,,-23.219954648526000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
78,28.606984126984127,BASS_00065,DRUMS_00116,0E-15,0E-15,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
79,28.955283446712016,BASS_00066,DRUMS_00117,11.609977324266000,-11.609977324262000,True,True,-23.219954648526077,-23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
80,29.326802721088434,BASS_00067,DRUMS_00119,-11.609977324264000,-11.609977324264000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
81,29.675102040816327,,DRUMS_00120,,-11.609977324262000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
82,30.046621315192745,BASS_00068,,23.219954648525000,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
83,30.394920634920634,BASS_00069,DRUMS_00121,23.219954648529000,-23.219954648524000,True,True,-46.439909297052154,-46.439909297052154,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
84,30.743219954648527,BASS_00070,DRUMS_00123,-11.609977324262000,34.829931972787000,True,True,46.439909297052154,46.439909297052154,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
85,31.114739229024945,BASS_00072,DRUMS_00124,34.829931972787000,11.609977324262000,True,True,-23.219954648526077,-23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
86,31.463038548752834,BASS_00073,DRUMS_00125,46.439909297053000,-34.829931972790000,True,True,-81.26984126984127,-81.26984126984127,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
87,31.834557823129252,BASS_00074,DRUMS_00127,23.219954648525000,34.829931972788000,True,False,11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
88,32.182857142857145,BASS_00075,DRUMS_00128,46.439909297050000,34.829931972785000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
89,32.53115646258503,BASS_00077,DRUMS_00129,46.43990929706000,-34.829931972786000,True,True,-81.26984126984127,-81.26984126984127,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
90,32.90267573696145,BASS_00078,DRUMS_00132,58.04988662132000,-23.219954648526000,True,True,-81.26984126984127,-81.26984126984127,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
91,33.274195011337866,,DRUMS_00134,,46.439909297054000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
92,33.62249433106576,BASS_00079,DRUMS_00135,-46.43990929705000,-23.219954648525000,True,True,23.219954648526077,23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
93,33.99401360544218,,DRUMS_00138,,58.04988662131000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
94,34.365532879818595,BASS_00082,DRUMS_00140,58.049886621315000,34.829931972785000,True,True,-23.219954648526077,-23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
95,34.71383219954649,BASS_00083,DRUMS_00142,46.43990929705000,46.43990929705000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
96,35.085351473922906,BASS_00084,DRUMS_00144,46.439909297049000,69.659863945574000,True,True,23.219954648526077,23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
97,35.456870748299316,BASS_00085,DRUMS_00145,34.829931972794000,23.219954648534000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
98,35.828390022675734,BASS_00086,DRUMS_00147,23.219954648532000,34.829931972796000,True,False,11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
99,36.19990929705215,,DRUMS_00148,,23.21995464853000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
100,36.57142857142857,,DRUMS_00149,,11.60997732426000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
101,36.94294784580499,BASS_00087,DRUMS_00150,-92.87981859411000,11.60997732426000,True,True,104.48979591836735,104.48979591836735,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
102,37.314467120181405,,DRUMS_00152,,0E-15,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
103,37.68598639455782,BASS_00088,DRUMS_00153,127.709750566896000,0E-14,True,True,-127.70975056689343,-127.70975056689343,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
104,38.05750566893424,BASS_00089,DRUMS_00154,-104.48979591837000,0E-14,True,True,104.48979591836735,104.48979591836735,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
105,38.42902494331066,BASS_00091,DRUMS_00155,46.43990929705000,0E-14,True,True,-46.439909297052154,-46.439909297052154,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
106,38.77732426303855,BASS_00093,,34.82993197279000,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
107,39.14884353741497,,DRUMS_00156,,23.219954648524000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
108,39.52036281179139,BASS_00094,DRUMS_00158,34.829931972784000,34.829931972784000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
109,39.8918820861678,,DRUMS_00159,,34.82993197279000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
110,40.263401360544215,,DRUMS_00160,,23.219954648535000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
111,40.61170068027211,BASS_00095,DRUMS_00161,-58.049886621314000,58.04988662132000,True,True,116.09977324263039,116.09977324263039,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
112,40.983219954648526,BASS_00097,DRUMS_00162,-81.269841269846000,34.829931972784000,True,True,116.09977324263039,116.09977324263039,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
113,41.35473922902494,BASS_00099,DRUMS_00164,34.82993197279000,46.43990929705000,True,False,11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
114,41.72625850340136,BASS_00100,DRUMS_00166,34.82993197279000,23.219954648526000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
115,42.09777777777778,,DRUMS_00168,,11.60997732426000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
116,42.4692970521542,BASS_00101,DRUMS_00169,23.21995464852000,-92.87981859411000,True,True,-116.09977324263039,-116.09977324263039,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
117,42.81759637188209,,DRUMS_00172,,46.43990929705000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
118,43.1891156462585,BASS_00102,,46.43990929706000,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
119,43.56063492063492,BASS_00103,DRUMS_00173,-69.659863945576000,-58.049886621314000,True,False,11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
120,43.932154195011336,BASS_00104,DRUMS_00174,46.439909297054000,69.659863945584000,True,True,23.219954648526077,23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
121,44.30367346938775,BASS_00106,DRUMS_00175,34.82993197280000,-92.879818594096000,True,True,-127.70975056689343,-127.70975056689343,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
122,44.698412698412696,BASS_00107,DRUMS_00176,-11.609977324266000,-11.609977324266000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
123,45.069931972789114,BASS_00108,,46.439909297056000,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
124,45.44145124716553,,,,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
125,45.836190476190474,,,,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
126,46.23092970521542,,,,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
127,46.625668934240366,,,,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
128,47.02040816326531,,,,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
129,47.391927437641726,,DRUMS_00179,,23.219954648524000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
130,47.78666666666667,BASS_00109,,-127.709750566895000,,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
131,48.15818594104309,BASS_00111,DRUMS_00180,-34.82993197280000,23.21995464852000,True,True,58.049886621315196,58.049886621315196,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
132,48.529705215419504,BASS_00112,DRUMS_00181,46.439909297050000,11.609977324266000,True,True,-34.82993197278911,-34.82993197278911,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
133,48.901224489795915,BASS_00113,DRUMS_00182,23.219954648535000,0E-15,True,True,-23.219954648526077,-23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
134,49.27274376417233,BASS_00114,DRUMS_00184,34.82993197280000,11.609977324265000,True,True,-23.219954648526077,-23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
135,49.64426303854875,BASS_00115,DRUMS_00185,23.21995464853000,11.60997732426000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
136,50.01578231292517,BASS_00116,DRUMS_00186,11.60997732426000,0E-14,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
137,50.387301587301586,BASS_00117,DRUMS_00187,11.609977324264000,0E-15,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
138,50.758820861678004,,DRUMS_00188,,0E-15,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
139,51.1071201814059,BASS_00119,DRUMS_00189,-58.04988662132000,11.60997732426000,True,True,69.65986394557822,69.65986394557822,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
140,51.478639455782314,BASS_00120,DRUMS_00190,34.829931972786000,-34.829931972784000,True,True,-69.65986394557822,-69.65986394557822,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
141,51.85015873015873,BASS_00121,DRUMS_00192,34.82993197279000,11.609977324265000,True,True,-23.219954648526077,-23.219954648526077,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
142,52.22167800453515,,DRUMS_00193,,11.60997732426000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
143,52.59319727891157,BASS_00122,DRUMS_00195,23.21995464852000,23.21995464852000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
144,52.964716553287985,BASS_00123,DRUMS_00197,11.609977324265000,11.609977324265000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
145,53.336235827664396,BASS_00124,DRUMS_00198,23.219954648534000,-11.609977324262000,True,True,-34.82993197278911,-34.82993197278911,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
146,53.707755102040814,BASS_00125,DRUMS_00200,23.219954648532000,-11.609977324264000,True,True,-34.82993197278911,-34.82993197278911,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
147,54.07927437641723,,DRUMS_00201,,-23.21995464852000,False,False,,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
148,54.427573696145124,BASS_00126,DRUMS_00203,0E-15,0E-15,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
149,54.79909297052154,BASS_00127,DRUMS_00204,-11.60997732426000,-11.60997732426000,True,False,0.0,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
150,55.17061224489796,BASS_00128,DRUMS_00205,-11.60997732426000,-23.219954648525000,True,False,-11.609977324263038,,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
151,55.54213151927438,BASS_00129,DRUMS_00206,-127.709750566896000,-34.82993197279000,True,True,92.87981859410431,92.87981859410431,SEPARATOR_OBSERVABLE_LANDMARKS_NOT_PHYSICAL_GT
